filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro
dspace_results.tsv	ec_numbers	0.760	72472.000	3.110	0.286	0.814	0.888	0.791	0.959	0.286	0.814	0.836	0.863	0.916	0.792	0.850
dspace_results.tsv	ec_numbers	0.770	72367.000	3.106	0.282	0.818	0.889	0.790	0.958	0.282	0.818	0.836	0.865	0.917	0.791	0.850
dspace_results.tsv	ec_numbers	0.780	72267.000	3.102	0.276	0.822	0.890	0.789	0.956	0.276	0.822	0.836	0.868	0.918	0.790	0.850
dspace_results.tsv	ec_numbers	0.790	72146.000	3.097	0.271	0.827	0.891	0.788	0.955	0.271	0.827	0.836	0.870	0.920	0.789	0.849
dspace_results.tsv	ec_numbers	0.800	72026.000	3.093	0.266	0.831	0.892	0.786	0.953	0.266	0.831	0.836	0.873	0.921	0.788	0.849
dspace_results.tsv	ec_numbers	0.810	71915.000	3.088	0.261	0.836	0.894	0.785	0.952	0.261	0.836	0.836	0.875	0.922	0.787	0.849
dspace_results.tsv	ec_numbers	0.820	71778.000	3.083	0.255	0.841	0.895	0.784	0.950	0.255	0.841	0.836	0.878	0.924	0.786	0.849
dspace_results.tsv	ec_numbers	0.830	71622.000	3.079	0.250	0.845	0.897	0.783	0.948	0.250	0.845	0.836	0.881	0.925	0.785	0.849
dspace_results.tsv	ec_numbers	0.840	71480.000	3.074	0.245	0.850	0.898	0.781	0.946	0.245	0.850	0.836	0.885	0.926	0.783	0.849
dspace_results.tsv	ec_numbers	0.850	71323.000	3.069	0.239	0.855	0.900	0.780	0.944	0.239	0.855	0.836	0.888	0.928	0.782	0.849
dspace_results.tsv	ec_numbers	0.860	71137.000	3.063	0.233	0.861	0.901	0.778	0.941	0.233	0.861	0.835	0.892	0.929	0.780	0.848
dspace_results.tsv	ec_numbers	0.870	70947.000	3.056	0.227	0.868	0.903	0.777	0.939	0.227	0.868	0.835	0.897	0.931	0.779	0.848
dspace_results.tsv	ec_numbers	0.880	70745.000	3.049	0.220	0.875	0.905	0.775	0.936	0.220	0.875	0.835	0.902	0.933	0.777	0.848
dspace_results.tsv	ec_numbers	0.890	70513.000	3.042	0.213	0.882	0.907	0.773	0.933	0.213	0.882	0.835	0.908	0.935	0.775	0.847
dspace_results.tsv	ec_numbers	0.900	70282.000	3.034	0.206	0.890	0.909	0.771	0.930	0.206	0.890	0.834	0.914	0.936	0.773	0.847
dspace_results.tsv	ec_numbers	0.910	70006.000	3.025	0.199	0.899	0.911	0.769	0.926	0.199	0.899	0.834	0.921	0.938	0.771	0.846
dspace_results.tsv	ec_numbers	0.920	69703.000	3.014	0.191	0.910	0.914	0.766	0.922	0.191	0.910	0.833	0.930	0.940	0.768	0.846
dspace_results.tsv	ec_numbers	0.930	69382.000	3.003	0.184	0.921	0.916	0.763	0.918	0.184	0.921	0.833	0.939	0.942	0.765	0.845
dspace_results.tsv	ec_numbers	0.940	68982.000	2.989	0.175	0.935	0.919	0.759	0.913	0.175	0.935	0.832	0.951	0.945	0.762	0.843
dspace_results.tsv	ec_numbers	0.950	68552.000	2.974	0.166	0.950	0.923	0.755	0.907	0.166	0.950	0.831	0.965	0.947	0.758	0.842
dspace_results.tsv	ec_numbers	0.960	68013.000	2.954	0.155	0.970	0.927	0.750	0.900	0.155	0.970	0.829	0.983	0.950	0.753	0.840
dspace_results.tsv	ec_numbers	0.970	67326.000	2.929	0.141	0.995	0.932	0.744	0.891	0.141	0.995	0.827	1.005	0.954	0.746	0.838
dspace_results.tsv	ec_numbers	0.980	66342.000	2.894	0.124	1.030	0.939	0.735	0.878	0.124	1.030	0.824	1.038	0.959	0.737	0.834
dspace_results.tsv	ec_numbers	0.990	64742.000	2.830	0.101	1.094	0.948	0.718	0.857	0.101	1.094	0.817	1.098	0.966	0.721	0.826
esm1b_results.tsv	ec_numbers	0.010	75536.000	3.802	0.435	0.122	0.922	0.969	1.000	0.435	0.122	0.945	0.452	0.897	0.969	0.932
esm1b_results.tsv	ec_numbers	0.020	75536.000	3.802	0.435	0.122	0.922	0.969	1.000	0.435	0.122	0.945	0.452	0.897	0.969	0.932
esm1b_results.tsv	ec_numbers	0.030	75528.000	3.795	0.382	0.129	0.928	0.967	0.999	0.382	0.129	0.947	0.403	0.909	0.967	0.937
esm1b_results.tsv	ec_numbers	0.040	75520.000	3.789	0.349	0.135	0.932	0.966	0.999	0.349	0.135	0.949	0.374	0.916	0.966	0.940
esm1b_results.tsv	ec_numbers	0.050	75513.000	3.785	0.325	0.139	0.935	0.965	0.999	0.325	0.139	0.950	0.354	0.921	0.965	0.942
esm1b_results.tsv	ec_numbers	0.060	75502.000	3.780	0.307	0.144	0.937	0.964	0.999	0.307	0.144	0.950	0.339	0.925	0.963	0.944
esm1b_results.tsv	ec_numbers	0.070	75498.000	3.778	0.292	0.146	0.939	0.963	0.999	0.292	0.146	0.951	0.327	0.928	0.963	0.945
esm1b_results.tsv	ec_numbers	0.080	75488.000	3.774	0.281	0.150	0.941	0.962	0.999	0.281	0.150	0.951	0.318	0.931	0.962	0.946
esm1b_results.tsv	ec_numbers	0.090	75476.000	3.771	0.271	0.153	0.942	0.961	0.999	0.271	0.153	0.951	0.311	0.933	0.961	0.947
esm1b_results.tsv	ec_numbers	0.100	75459.000	3.768	0.262	0.156	0.943	0.960	0.999	0.262	0.156	0.952	0.304	0.935	0.960	0.948
esm1b_results.tsv	ec_numbers	0.110	75450.000	3.766	0.255	0.158	0.944	0.960	0.998	0.255	0.158	0.952	0.300	0.937	0.960	0.948
esm1b_results.tsv	ec_numbers	0.120	75434.000	3.764	0.248	0.160	0.945	0.959	0.998	0.248	0.160	0.952	0.295	0.938	0.959	0.949
esm1b_results.tsv	ec_numbers	0.130	75426.000	3.762	0.242	0.162	0.946	0.959	0.998	0.242	0.162	0.952	0.291	0.940	0.959	0.949
esm1b_results.tsv	ec_numbers	0.140	75417.000	3.760	0.236	0.164	0.947	0.958	0.998	0.236	0.164	0.952	0.288	0.941	0.958	0.949
esm1b_results.tsv	ec_numbers	0.150	75405.000	3.758	0.232	0.166	0.947	0.958	0.998	0.232	0.166	0.953	0.285	0.942	0.958	0.950
esm1b_results.tsv	ec_numbers	0.160	75394.000	3.756	0.227	0.168	0.948	0.957	0.998	0.227	0.168	0.953	0.282	0.943	0.957	0.950
esm1b_results.tsv	ec_numbers	0.170	75382.000	3.755	0.222	0.169	0.949	0.957	0.998	0.222	0.169	0.953	0.279	0.944	0.957	0.950
esm1b_results.tsv	ec_numbers	0.180	75369.000	3.753	0.218	0.171	0.949	0.956	0.997	0.218	0.171	0.953	0.277	0.945	0.956	0.951
esm1b_results.tsv	ec_numbers	0.190	75359.000	3.751	0.214	0.173	0.950	0.956	0.997	0.214	0.173	0.953	0.275	0.946	0.956	0.951
esm1b_results.tsv	ec_numbers	0.200	75354.000	3.750	0.210	0.174	0.950	0.956	0.997	0.210	0.174	0.953	0.273	0.947	0.956	0.951
esm1b_results.tsv	ec_numbers	0.210	75349.000	3.748	0.207	0.176	0.951	0.955	0.997	0.207	0.176	0.953	0.272	0.948	0.955	0.951
esm1b_results.tsv	ec_numbers	0.220	75346.000	3.746	0.203	0.178	0.951	0.955	0.997	0.203	0.178	0.953	0.270	0.949	0.955	0.952
esm1b_results.tsv	ec_numbers	0.230	75335.000	3.745	0.200	0.179	0.952	0.954	0.997	0.200	0.179	0.953	0.269	0.949	0.954	0.952
esm1b_results.tsv	ec_numbers	0.240	75319.000	3.743	0.197	0.181	0.952	0.954	0.997	0.197	0.181	0.953	0.268	0.950	0.954	0.952
esm1b_results.tsv	ec_numbers	0.250	75310.000	3.742	0.195	0.182	0.953	0.954	0.997	0.195	0.182	0.953	0.267	0.950	0.954	0.952
esm1b_results.tsv	ec_numbers	0.260	75303.000	3.740	0.192	0.184	0.953	0.953	0.997	0.192	0.184	0.953	0.266	0.951	0.953	0.952
esm1b_results.tsv	ec_numbers	0.270	75291.000	3.739	0.189	0.185	0.953	0.953	0.996	0.189	0.185	0.953	0.265	0.952	0.953	0.952
esm1b_results.tsv	ec_numbers	0.280	75283.000	3.737	0.187	0.186	0.954	0.953	0.996	0.187	0.186	0.953	0.264	0.952	0.952	0.952
esm1b_results.tsv	ec_numbers	0.290	75273.000	3.736	0.184	0.188	0.954	0.952	0.996	0.184	0.188	0.953	0.263	0.953	0.952	0.953
esm1b_results.tsv	ec_numbers	0.300	75266.000	3.735	0.182	0.189	0.955	0.952	0.996	0.182	0.189	0.953	0.262	0.954	0.952	0.953
esm1b_results.tsv	ec_numbers	0.310	75261.000	3.734	0.179	0.190	0.955	0.952	0.996	0.179	0.190	0.953	0.261	0.954	0.952	0.953
esm1b_results.tsv	ec_numbers	0.320	75254.000	3.733	0.178	0.191	0.955	0.951	0.996	0.178	0.191	0.953	0.261	0.955	0.951	0.953
esm1b_results.tsv	ec_numbers	0.330	75245.000	3.732	0.176	0.192	0.956	0.951	0.996	0.176	0.192	0.953	0.260	0.955	0.951	0.953
esm1b_results.tsv	ec_numbers	0.340	75232.000	3.731	0.173	0.193	0.956	0.951	0.996	0.173	0.193	0.953	0.260	0.956	0.951	0.953
esm1b_results.tsv	ec_numbers	0.350	75220.000	3.729	0.171	0.195	0.956	0.950	0.995	0.171	0.195	0.953	0.259	0.956	0.950	0.953
esm1b_results.tsv	ec_numbers	0.360	75214.000	3.728	0.169	0.196	0.957	0.950	0.995	0.169	0.196	0.953	0.259	0.957	0.950	0.953
esm1b_results.tsv	ec_numbers	0.370	75208.000	3.727	0.168	0.197	0.957	0.950	0.995	0.168	0.197	0.953	0.259	0.957	0.950	0.953
esm1b_results.tsv	ec_numbers	0.380	75203.000	3.726	0.166	0.198	0.957	0.950	0.995	0.166	0.198	0.953	0.258	0.957	0.950	0.953
esm1b_results.tsv	ec_numbers	0.390	75197.000	3.725	0.165	0.199	0.957	0.949	0.995	0.165	0.199	0.953	0.258	0.958	0.949	0.953
esm1b_results.tsv	ec_numbers	0.400	75193.000	3.724	0.163	0.200	0.958	0.949	0.995	0.163	0.200	0.953	0.258	0.958	0.949	0.954
esm1b_results.tsv	ec_numbers	0.410	75180.000	3.723	0.161	0.201	0.958	0.949	0.995	0.161	0.201	0.953	0.258	0.959	0.949	0.954
esm1b_results.tsv	ec_numbers	0.420	75171.000	3.722	0.159	0.202	0.958	0.948	0.995	0.159	0.202	0.953	0.257	0.959	0.948	0.954
esm1b_results.tsv	ec_numbers	0.430	75160.000	3.721	0.157	0.203	0.958	0.948	0.995	0.157	0.203	0.953	0.257	0.959	0.948	0.954
esm1b_results.tsv	ec_numbers	0.440	75145.000	3.719	0.156	0.205	0.959	0.948	0.994	0.156	0.205	0.953	0.257	0.960	0.948	0.954
esm1b_results.tsv	ec_numbers	0.450	75138.000	3.718	0.154	0.206	0.959	0.948	0.994	0.154	0.206	0.953	0.257	0.960	0.948	0.954
esm1b_results.tsv	ec_numbers	0.460	75126.000	3.717	0.153	0.207	0.959	0.947	0.994	0.153	0.207	0.953	0.257	0.961	0.947	0.954
esm1b_results.tsv	ec_numbers	0.470	75115.000	3.716	0.151	0.208	0.960	0.947	0.994	0.151	0.208	0.953	0.257	0.961	0.947	0.954
esm1b_results.tsv	ec_numbers	0.480	75107.000	3.714	0.149	0.210	0.960	0.947	0.994	0.149	0.210	0.953	0.257	0.961	0.947	0.954
esm1b_results.tsv	ec_numbers	0.490	75095.000	3.712	0.148	0.212	0.960	0.946	0.994	0.148	0.212	0.953	0.258	0.962	0.946	0.954
esm1b_results.tsv	ec_numbers	0.500	75084.000	3.711	0.146	0.213	0.960	0.946	0.994	0.146	0.213	0.953	0.258	0.962	0.946	0.954
esm1b_results.tsv	ec_numbers	0.510	75073.000	3.710	0.145	0.214	0.961	0.945	0.993	0.145	0.214	0.953	0.259	0.962	0.945	0.954
esm1b_results.tsv	ec_numbers	0.520	75063.000	3.708	0.143	0.216	0.961	0.945	0.993	0.143	0.216	0.953	0.259	0.963	0.945	0.954
esm1b_results.tsv	ec_numbers	0.530	75058.000	3.707	0.141	0.217	0.961	0.945	0.993	0.141	0.217	0.953	0.259	0.963	0.945	0.954
esm1b_results.tsv	ec_numbers	0.540	75047.000	3.706	0.140	0.218	0.961	0.945	0.993	0.140	0.218	0.953	0.259	0.964	0.944	0.954
esm1b_results.tsv	ec_numbers	0.550	75031.000	3.705	0.138	0.219	0.962	0.944	0.993	0.138	0.219	0.953	0.259	0.964	0.944	0.954
esm1b_results.tsv	ec_numbers	0.560	75019.000	3.703	0.137	0.221	0.962	0.944	0.993	0.137	0.221	0.953	0.260	0.964	0.944	0.954
esm1b_results.tsv	ec_numbers	0.570	75006.000	3.702	0.135	0.222	0.962	0.944	0.993	0.135	0.222	0.953	0.260	0.965	0.944	0.954
esm1b_results.tsv	ec_numbers	0.580	74993.000	3.701	0.134	0.223	0.962	0.943	0.992	0.134	0.223	0.953	0.260	0.965	0.943	0.954
esm1b_results.tsv	ec_numbers	0.590	74980.000	3.700	0.133	0.224	0.963	0.943	0.992	0.133	0.224	0.953	0.261	0.965	0.943	0.954
esm1b_results.tsv	ec_numbers	0.600	74964.000	3.698	0.131	0.226	0.963	0.943	0.992	0.131	0.226	0.953	0.261	0.966	0.943	0.954
esm1b_results.tsv	ec_numbers	0.610	74949.000	3.697	0.130	0.227	0.963	0.942	0.992	0.130	0.227	0.953	0.261	0.966	0.942	0.954
esm1b_results.tsv	ec_numbers	0.620	74933.000	3.696	0.129	0.228	0.964	0.942	0.992	0.129	0.228	0.953	0.262	0.966	0.942	0.954
esm1b_results.tsv	ec_numbers	0.630	74919.000	3.695	0.127	0.229	0.964	0.942	0.991	0.127	0.229	0.953	0.262	0.967	0.942	0.954
esm1b_results.tsv	ec_numbers	0.640	74907.000	3.693	0.126	0.231	0.964	0.941	0.991	0.126	0.231	0.953	0.263	0.967	0.941	0.954
esm1b_results.tsv	ec_numbers	0.650	74881.000	3.692	0.124	0.232	0.965	0.941	0.991	0.124	0.232	0.953	0.263	0.967	0.941	0.954
esm1b_results.tsv	ec_numbers	0.660	74870.000	3.690	0.123	0.234	0.965	0.941	0.991	0.123	0.234	0.953	0.264	0.968	0.940	0.954
esm1b_results.tsv	ec_numbers	0.670	74857.000	3.689	0.122	0.235	0.965	0.940	0.991	0.122	0.235	0.953	0.265	0.968	0.940	0.954
esm1b_results.tsv	ec_numbers	0.680	74842.000	3.688	0.120	0.236	0.966	0.940	0.990	0.120	0.236	0.953	0.265	0.968	0.940	0.954
esm1b_results.tsv	ec_numbers	0.690	74818.000	3.686	0.118	0.238	0.966	0.939	0.990	0.118	0.238	0.953	0.266	0.969	0.939	0.954
esm1b_results.tsv	ec_numbers	0.700	74792.000	3.684	0.117	0.240	0.966	0.939	0.990	0.117	0.240	0.952	0.267	0.969	0.939	0.954
esm1b_results.tsv	ec_numbers	0.710	74777.000	3.683	0.115	0.241	0.967	0.939	0.990	0.115	0.241	0.952	0.267	0.970	0.939	0.954
esm1b_results.tsv	ec_numbers	0.720	74759.000	3.681	0.114	0.243	0.967	0.938	0.989	0.114	0.243	0.952	0.268	0.970	0.938	0.954
esm1b_results.tsv	ec_numbers	0.730	74741.000	3.679	0.113	0.245	0.967	0.938	0.989	0.113	0.245	0.952	0.269	0.970	0.938	0.954
esm1b_results.tsv	ec_numbers	0.740	74715.000	3.677	0.111	0.247	0.968	0.937	0.989	0.111	0.247	0.952	0.271	0.971	0.937	0.954
esm1b_results.tsv	ec_numbers	0.750	74685.000	3.676	0.110	0.248	0.968	0.937	0.988	0.110	0.248	0.952	0.272	0.971	0.937	0.954
esm1b_results.tsv	ec_numbers	0.760	74666.000	3.674	0.108	0.250	0.968	0.936	0.988	0.108	0.250	0.952	0.273	0.971	0.936	0.953
esm1b_results.tsv	ec_numbers	0.770	74636.000	3.672	0.107	0.252	0.969	0.936	0.988	0.107	0.252	0.952	0.274	0.972	0.936	0.953
esm1b_results.tsv	ec_numbers	0.780	74614.000	3.670	0.105	0.254	0.969	0.935	0.987	0.105	0.254	0.952	0.275	0.972	0.935	0.953
esm1b_results.tsv	ec_numbers	0.790	74581.000	3.667	0.104	0.257	0.969	0.935	0.987	0.104	0.257	0.952	0.277	0.972	0.935	0.953
esm1b_results.tsv	ec_numbers	0.800	74554.000	3.665	0.102	0.259	0.970	0.934	0.987	0.102	0.259	0.952	0.278	0.973	0.934	0.953
esm1b_results.tsv	ec_numbers	0.810	74514.000	3.663	0.100	0.261	0.970	0.934	0.986	0.100	0.261	0.951	0.280	0.973	0.933	0.953
esm1b_results.tsv	ec_numbers	0.820	74478.000	3.660	0.098	0.264	0.971	0.933	0.986	0.098	0.264	0.951	0.282	0.974	0.933	0.953
esm1b_results.tsv	ec_numbers	0.830	74438.000	3.657	0.096	0.267	0.971	0.932	0.985	0.096	0.267	0.951	0.284	0.974	0.932	0.953
esm1b_results.tsv	ec_numbers	0.840	74398.000	3.654	0.095	0.270	0.972	0.931	0.985	0.095	0.270	0.951	0.286	0.975	0.931	0.953
esm1b_results.tsv	ec_numbers	0.850	74361.000	3.651	0.093	0.273	0.972	0.930	0.984	0.093	0.273	0.951	0.289	0.975	0.930	0.952
esm1b_results.tsv	ec_numbers	0.860	74323.000	3.648	0.090	0.276	0.973	0.930	0.984	0.090	0.276	0.951	0.291	0.976	0.930	0.952
esm1b_results.tsv	ec_numbers	0.870	74275.000	3.644	0.088	0.280	0.973	0.929	0.983	0.088	0.280	0.950	0.293	0.976	0.929	0.952
esm1b_results.tsv	ec_numbers	0.880	74240.000	3.640	0.086	0.284	0.974	0.928	0.982	0.086	0.284	0.950	0.297	0.977	0.928	0.952
esm1b_results.tsv	ec_numbers	0.890	74192.000	3.636	0.084	0.288	0.974	0.927	0.982	0.084	0.288	0.950	0.300	0.978	0.927	0.951
esm1b_results.tsv	ec_numbers	0.900	74136.000	3.631	0.081	0.293	0.975	0.925	0.981	0.081	0.293	0.949	0.304	0.978	0.925	0.951
esm1b_results.tsv	ec_numbers	0.910	74080.000	3.626	0.079	0.298	0.975	0.924	0.980	0.079	0.298	0.949	0.308	0.979	0.924	0.951
esm1b_results.tsv	ec_numbers	0.920	74009.000	3.620	0.076	0.304	0.976	0.923	0.979	0.076	0.304	0.949	0.313	0.979	0.923	0.950
esm1b_results.tsv	ec_numbers	0.930	73924.000	3.614	0.074	0.310	0.977	0.921	0.978	0.074	0.310	0.948	0.319	0.980	0.921	0.950
esm1b_results.tsv	ec_numbers	0.940	73838.000	3.606	0.071	0.318	0.978	0.919	0.977	0.071	0.318	0.948	0.326	0.981	0.919	0.949
esm1b_results.tsv	ec_numbers	0.950	73737.000	3.598	0.067	0.326	0.979	0.917	0.976	0.067	0.326	0.947	0.333	0.982	0.917	0.948
esm1b_results.tsv	ec_numbers	0.960	73609.000	3.586	0.064	0.338	0.980	0.914	0.974	0.064	0.338	0.946	0.344	0.982	0.914	0.947
esm1b_results.tsv	ec_numbers	0.970	73447.000	3.572	0.059	0.352	0.981	0.910	0.972	0.059	0.352	0.944	0.357	0.984	0.910	0.946
esm1b_results.tsv	ec_numbers	0.980	73176.000	3.547	0.052	0.377	0.983	0.904	0.968	0.052	0.377	0.942	0.380	0.985	0.904	0.943
esm1b_results.tsv	ec_numbers	0.990	72741.000	3.506	0.044	0.418	0.986	0.894	0.963	0.044	0.418	0.938	0.420	0.988	0.894	0.938
esm2_3B_results.tsv	ec_numbers	0.010	75560.000	3.824	0.520	0.100	0.913	0.975	1.000	0.520	0.100	0.943	0.529	0.880	0.975	0.925
esm2_3B_results.tsv	ec_numbers	0.020	75560.000	3.824	0.520	0.100	0.913	0.975	1.000	0.520	0.100	0.943	0.529	0.880	0.975	0.925
esm2_3B_results.tsv	ec_numbers	0.030	75553.000	3.816	0.443	0.107	0.923	0.973	1.000	0.443	0.107	0.947	0.456	0.896	0.973	0.933
esm2_3B_results.tsv	ec_numbers	0.040	75546.000	3.810	0.398	0.114	0.928	0.971	1.000	0.398	0.114	0.949	0.413	0.906	0.971	0.937
esm2_3B_results.tsv	ec_numbers	0.050	75539.000	3.806	0.366	0.118	0.932	0.970	1.000	0.366	0.118	0.951	0.385	0.912	0.970	0.940
esm2_3B_results.tsv	ec_numbers	0.060	75534.000	3.802	0.343	0.122	0.935	0.969	1.000	0.343	0.122	0.952	0.364	0.917	0.969	0.942
esm2_3B_results.tsv	ec_numbers	0.070	75528.000	3.798	0.323	0.126	0.937	0.968	0.999	0.323	0.126	0.953	0.347	0.922	0.968	0.944
esm2_3B_results.tsv	ec_numbers	0.080	75523.000	3.795	0.307	0.129	0.939	0.968	0.999	0.307	0.129	0.953	0.333	0.925	0.967	0.946
esm2_3B_results.tsv	ec_numbers	0.090	75516.000	3.793	0.294	0.131	0.941	0.967	0.999	0.294	0.131	0.954	0.322	0.928	0.967	0.947
esm2_3B_results.tsv	ec_numbers	0.100	75512.000	3.790	0.282	0.134	0.943	0.966	0.999	0.282	0.134	0.954	0.312	0.931	0.966	0.948
esm2_3B_results.tsv	ec_numbers	0.110	75505.000	3.788	0.272	0.136	0.944	0.966	0.999	0.272	0.136	0.955	0.304	0.933	0.965	0.949
esm2_3B_results.tsv	ec_numbers	0.120	75497.000	3.786	0.263	0.138	0.945	0.965	0.999	0.263	0.138	0.955	0.297	0.935	0.965	0.950
esm2_3B_results.tsv	ec_numbers	0.130	75490.000	3.784	0.256	0.140	0.946	0.965	0.999	0.256	0.140	0.956	0.292	0.937	0.964	0.950
esm2_3B_results.tsv	ec_numbers	0.140	75485.000	3.781	0.250	0.143	0.947	0.964	0.999	0.250	0.143	0.956	0.287	0.938	0.964	0.951
esm2_3B_results.tsv	ec_numbers	0.150	75476.000	3.779	0.242	0.145	0.948	0.964	0.999	0.242	0.145	0.956	0.282	0.940	0.963	0.951
esm2_3B_results.tsv	ec_numbers	0.160	75470.000	3.777	0.237	0.147	0.949	0.963	0.999	0.237	0.147	0.956	0.279	0.941	0.963	0.952
esm2_3B_results.tsv	ec_numbers	0.170	75462.000	3.775	0.231	0.149	0.950	0.963	0.999	0.231	0.149	0.956	0.275	0.942	0.962	0.952
esm2_3B_results.tsv	ec_numbers	0.180	75455.000	3.773	0.226	0.151	0.950	0.962	0.999	0.226	0.151	0.956	0.272	0.944	0.961	0.952
esm2_3B_results.tsv	ec_numbers	0.190	75444.000	3.771	0.220	0.153	0.951	0.962	0.998	0.220	0.153	0.956	0.268	0.945	0.961	0.953
esm2_3B_results.tsv	ec_numbers	0.200	75437.000	3.770	0.216	0.154	0.952	0.961	0.998	0.216	0.154	0.956	0.266	0.946	0.961	0.953
esm2_3B_results.tsv	ec_numbers	0.210	75429.000	3.767	0.212	0.156	0.952	0.961	0.998	0.212	0.156	0.956	0.264	0.947	0.960	0.953
esm2_3B_results.tsv	ec_numbers	0.220	75422.000	3.766	0.208	0.158	0.953	0.960	0.998	0.208	0.158	0.957	0.261	0.948	0.960	0.954
esm2_3B_results.tsv	ec_numbers	0.230	75413.000	3.764	0.204	0.160	0.953	0.960	0.998	0.204	0.160	0.957	0.259	0.949	0.959	0.954
esm2_3B_results.tsv	ec_numbers	0.240	75408.000	3.763	0.200	0.161	0.954	0.959	0.998	0.200	0.161	0.957	0.257	0.949	0.959	0.954
esm2_3B_results.tsv	ec_numbers	0.250	75404.000	3.761	0.197	0.163	0.954	0.959	0.998	0.197	0.163	0.957	0.256	0.950	0.958	0.954
esm2_3B_results.tsv	ec_numbers	0.260	75398.000	3.759	0.194	0.165	0.955	0.959	0.998	0.194	0.165	0.957	0.254	0.951	0.958	0.954
esm2_3B_results.tsv	ec_numbers	0.270	75391.000	3.758	0.190	0.166	0.955	0.958	0.998	0.190	0.166	0.957	0.252	0.952	0.958	0.955
esm2_3B_results.tsv	ec_numbers	0.280	75385.000	3.757	0.187	0.167	0.956	0.958	0.998	0.187	0.167	0.957	0.251	0.952	0.957	0.955
esm2_3B_results.tsv	ec_numbers	0.290	75382.000	3.756	0.185	0.168	0.956	0.958	0.998	0.185	0.168	0.957	0.250	0.953	0.957	0.955
esm2_3B_results.tsv	ec_numbers	0.300	75376.000	3.754	0.182	0.170	0.956	0.957	0.997	0.182	0.170	0.957	0.249	0.954	0.957	0.955
esm2_3B_results.tsv	ec_numbers	0.310	75368.000	3.753	0.180	0.171	0.957	0.957	0.997	0.180	0.171	0.957	0.248	0.954	0.956	0.955
esm2_3B_results.tsv	ec_numbers	0.320	75358.000	3.752	0.178	0.172	0.957	0.957	0.997	0.178	0.172	0.957	0.247	0.955	0.956	0.955
esm2_3B_results.tsv	ec_numbers	0.330	75348.000	3.750	0.175	0.174	0.958	0.956	0.997	0.175	0.174	0.957	0.246	0.955	0.956	0.956
esm2_3B_results.tsv	ec_numbers	0.340	75343.000	3.749	0.173	0.175	0.958	0.956	0.997	0.173	0.175	0.957	0.246	0.956	0.955	0.956
esm2_3B_results.tsv	ec_numbers	0.350	75336.000	3.748	0.171	0.176	0.958	0.956	0.997	0.171	0.176	0.957	0.245	0.956	0.955	0.956
esm2_3B_results.tsv	ec_numbers	0.360	75330.000	3.747	0.168	0.177	0.958	0.955	0.997	0.168	0.177	0.957	0.244	0.957	0.955	0.956
esm2_3B_results.tsv	ec_numbers	0.370	75323.000	3.745	0.165	0.179	0.959	0.955	0.997	0.165	0.179	0.957	0.244	0.958	0.954	0.956
esm2_3B_results.tsv	ec_numbers	0.380	75314.000	3.744	0.163	0.180	0.959	0.955	0.997	0.163	0.180	0.957	0.243	0.958	0.954	0.956
esm2_3B_results.tsv	ec_numbers	0.390	75303.000	3.743	0.161	0.181	0.960	0.954	0.997	0.161	0.181	0.957	0.242	0.959	0.954	0.956
esm2_3B_results.tsv	ec_numbers	0.400	75296.000	3.742	0.159	0.182	0.960	0.954	0.996	0.159	0.182	0.957	0.242	0.959	0.954	0.956
esm2_3B_results.tsv	ec_numbers	0.410	75285.000	3.740	0.157	0.184	0.960	0.954	0.996	0.157	0.184	0.957	0.242	0.960	0.953	0.956
esm2_3B_results.tsv	ec_numbers	0.420	75279.000	3.739	0.155	0.185	0.960	0.953	0.996	0.155	0.185	0.957	0.241	0.960	0.953	0.957
esm2_3B_results.tsv	ec_numbers	0.430	75273.000	3.738	0.153	0.186	0.961	0.953	0.996	0.153	0.186	0.957	0.241	0.961	0.953	0.957
esm2_3B_results.tsv	ec_numbers	0.440	75257.000	3.736	0.151	0.187	0.961	0.953	0.996	0.151	0.187	0.957	0.241	0.961	0.952	0.957
esm2_3B_results.tsv	ec_numbers	0.450	75249.000	3.735	0.149	0.189	0.962	0.952	0.996	0.149	0.189	0.957	0.241	0.962	0.952	0.957
esm2_3B_results.tsv	ec_numbers	0.460	75241.000	3.734	0.147	0.190	0.962	0.952	0.996	0.147	0.190	0.957	0.240	0.962	0.952	0.957
esm2_3B_results.tsv	ec_numbers	0.470	75229.000	3.733	0.145	0.191	0.962	0.952	0.996	0.145	0.191	0.957	0.240	0.963	0.951	0.957
esm2_3B_results.tsv	ec_numbers	0.480	75222.000	3.731	0.143	0.193	0.963	0.951	0.995	0.143	0.193	0.957	0.240	0.963	0.951	0.957
esm2_3B_results.tsv	ec_numbers	0.490	75214.000	3.730	0.141	0.194	0.963	0.951	0.995	0.141	0.194	0.957	0.240	0.964	0.951	0.957
esm2_3B_results.tsv	ec_numbers	0.500	75202.000	3.728	0.139	0.196	0.963	0.951	0.995	0.139	0.196	0.957	0.240	0.964	0.950	0.957
esm2_3B_results.tsv	ec_numbers	0.510	75190.000	3.727	0.138	0.197	0.963	0.950	0.995	0.138	0.197	0.957	0.240	0.964	0.950	0.957
esm2_3B_results.tsv	ec_numbers	0.520	75178.000	3.726	0.136	0.198	0.964	0.950	0.995	0.136	0.198	0.957	0.240	0.965	0.949	0.957
