method,threshold,EC number,Number of positives,F1 score,Difference of F1 score
DNN ESM1b,1e-21,4.2.3.153,14,1.0,0.03448275862068961
DNN ESM1b,1e-21,4.2.99.20,14,0.8333333333333333,0.14367816091954022
DNN ESM1b,1e-21,4.3.1.15,23,1.0,0.021276595744680882
DNN ESM1b,1e-21,4.3.1.17,22,0.9,0.016279069767441867
DNN ESM1b,1e-21,4.3.1.18,25,0.9361702127659575,0.023126734505087843
DNN ESM1b,1e-21,4.3.1.19,21,0.923076923076923,0.023076923076922995
DNN ESM1b,1e-21,4.3.2.3,14,0.923076923076923,0.40879120879120867
DNN ESM1b,1e-21,4.3.2.5,14,0.962962962962963,0.08296296296296302
DNN ESM1b,1e-21,4.3.3.7,98,0.9948717948717948,0.004972804972804834
DNN ESM1b,1e-21,4.3.99.4,21,0.923076923076923,0.023076923076922995
DNN ESM1b,1e-21,4.4.1.14,14,1.0,0.03448275862068961
DNN ESM1b,1e-21,4.4.1.15,14,0.6923076923076924,0.09971509971509973
DNN ESM1b,1e-21,4.4.1.23,14,1.0,0.07692307692307698
DNN ESM1b,1e-21,4.4.1.24,14,0.8571428571428571,0.1071428571428571
DNN ESM1b,1e-21,4.4.1.25,14,0.8461538461538461,0.13186813186813184
DNN ESM1b,1e-21,4.6.1.13,15,0.9285714285714286,0.025345622119815725
DNN ESM1b,1e-21,4.99.1.4,14,0.888888888888889,0.18618618618618643
DNN ESM1b,1e-21,4.99.1.9,35,0.9714285714285714,0.0162046908315564
DNN ESM1b,1e-21,5.1.1.11,14,0.6923076923076924,0.15384615384615397
DNN ESM1b,1e-21,5.1.1.13,14,0.8666666666666666,0.03908045977011476
DNN ESM1b,1e-21,5.1.1.17,14,0.962962962962963,0.03439153439153442
DNN ESM1b,1e-21,5.1.1.3,92,0.9891304347826086,0.021045328399630026
DNN ESM1b,1e-21,5.1.3.10,18,0.8125000000000001,0.10979729729729737
DNN ESM1b,1e-21,5.1.3.11,17,0.9696969696969697,0.05541125541125547
DNN ESM1b,1e-21,5.1.3.13,17,0.9696969696969697,0.028520499108734443
DNN ESM1b,1e-21,5.1.3.2,45,0.9534883720930233,0.08601849257495098
DNN ESM1b,1e-21,5.1.3.22,17,0.9696969696969697,0.032196969696969724
DNN ESM1b,1e-21,5.1.3.24,15,1.0,0.03448275862068961
DNN ESM1b,1e-21,5.1.3.8,17,0.9411764705882353,0.06617647058823539
DNN ESM1b,1e-21,5.1.99.1,16,1.0,0.032258064516129004
DNN ESM1b,1e-21,5.1.99.4,16,0.5641025641025642,0.008547008547008628
DNN ESM1b,1e-21,5.1.99.7,17,0.9714285714285714,0.026984126984127
DNN ESM1b,1e-21,5.2.1.1,15,0.8666666666666667,0.10804597701149432
DNN ESM1b,1e-21,5.3.1.23,53,1.0,0.00952380952380949
DNN ESM1b,1e-21,5.3.1.29,14,0.962962962962963,0.03988603988604
DNN ESM1b,1e-21,5.3.1.8,14,1.0,0.03448275862068961
DNN ESM1b,1e-21,5.3.2.6,26,0.9056603773584906,0.0077011936850210905
DNN ESM1b,1e-21,5.3.2.8,26,0.9433962264150944,0.045437042741624856
DNN ESM1b,1e-21,5.3.3.1,16,0.8666666666666666,0.03908045977011487
DNN ESM1b,1e-21,5.3.3.18,14,0.7142857142857143,0.04761904761904767
DNN ESM1b,1e-21,5.3.3.4,19,1.0,0.027027027027026973
DNN ESM1b,1e-21,5.3.3.6,17,0.8571428571428571,0.0071428571428571175
DNN ESM1b,1e-21,5.4.2.8,13,1.0,0.039999999999999925
DNN ESM1b,1e-21,5.4.2.9,15,1.0,0.032258064516129004
DNN ESM1b,1e-21,5.4.3.2,14,0.962962962962963,0.07407407407407407
DNN ESM1b,1e-21,5.4.99.17,15,0.8125,0.04326923076923084
DNN ESM1b,1e-21,5.4.99.18,14,1.0,0.03703703703703698
DNN ESM1b,1e-21,5.4.99.19,14,1.0,0.10344827586206895
DNN ESM1b,1e-21,5.5.1.19,15,0.8571428571428571,0.05714285714285705
DNN ESM1b,1e-21,5.5.1.2,19,0.9743589743589743,0.026990553306342813
DNN ESM1b,1e-21,5.6.1.1,18,1.0,0.027027027027026973
DNN ESM1b,1e-21,6.1.1.17,87,1.0,0.005714285714285783
DNN ESM1b,1e-21,6.1.1.7,98,1.0,0.005076142131979711
DNN ESM1b,1e-21,6.2.1.1,66,0.9612403100775193,0.0006103888176768324
DNN ESM1b,1e-21,6.2.1.12,28,0.7999999999999999,0.03076923076923077
DNN ESM1b,1e-21,6.2.1.13,14,0.9333333333333333,0.05833333333333324
DNN ESM1b,1e-21,6.2.1.16,14,1.0,0.03448275862068961
DNN ESM1b,1e-21,6.2.1.17,14,0.8333333333333333,0.04761904761904756
DNN ESM1b,1e-21,6.2.1.2,19,0.8125000000000001,0.012500000000000178
DNN ESM1b,1e-21,6.2.1.26,14,0.88,0.05241379310344818
DNN ESM1b,1e-21,6.2.1.32,14,0.8571428571428571,0.08791208791208793
DNN ESM1b,1e-21,6.2.1.33,15,0.8387096774193549,0.0238948626045401
DNN ESM1b,1e-21,6.2.1.34,14,0.6363636363636364,0.13636363636363635
DNN ESM1b,1e-21,6.2.1.41,14,0.8461538461538461,0.04615384615384621
DNN ESM1b,1e-21,6.2.1.44,14,0.7741935483870968,0.024193548387096753
DNN ESM1b,1e-21,6.2.1.54,14,0.962962962962963,0.03439153439153442
DNN ESM1b,1e-21,6.3.1.11,17,0.9411764705882353,0.026890756302521024
DNN ESM1b,1e-21,6.3.1.12,15,1.0,0.0714285714285714
DNN ESM1b,1e-21,6.3.1.8,17,0.8387096774193549,0.038709677419354716
DNN ESM1b,1e-21,6.3.2.41,16,1.0,0.032258064516129004
DNN ESM1b,1e-21,6.3.2.49,18,0.9411764705882353,0.026890756302521024
DNN ESM1b,1e-21,6.3.2.7,14,0.9285714285714286,0.005494505494505586
DNN ESM1b,1e-21,6.3.4.14,14,0.7692307692307692,0.08173076923076905
DNN ESM1b,1e-21,6.3.5.7,73,1.0,0.020134228187919434
DNN ESM1b,1e-21,6.4.1.7,14,0.6451612903225806,0.024471635150166815
DNN ESM1b,1e-21,6.4.1.8,14,0.7142857142857143,0.0219780219780219
DNN ESM1b,1e-21,6.5.1.1,20,0.9743589743589743,0.0269905533063427
DNN ESM1b,1e-21,6.5.1.3,15,0.9655172413793104,0.036945812807881784
DNN ESM1b,1e-21,7.1.1.8,15,1.0,0.032258064516129004
DNN ESM1b,1e-21,7.1.2.1,15,1.0,0.032258064516129004
DNN ESM1b,1e-21,7.2.2.11,14,1.0,0.03703703703703698
DNN ESM1b,1e-21,7.2.4.2,19,0.9268292682926829,0.10631644777986238
DNN ESM1b,1e-21,7.4.2.5,15,0.6206896551724138,0.07068965517241388
DNN ESM1b,1e-21,7.4.2.8,71,1.0,0.006993006993006978
DNN ESM1b,1e-21,7.6.2.3,14,0.888888888888889,0.07407407407407418
DNN ESM1b,1e-21,7.6.2.5,36,1.0,0.014084507042253613
DNN ESM1b - BLASTp,1e-21,1,17233,0.9879440885264998,-0.0021670605168433443
DNN ESM1b - BLASTp,1e-21,2,23236,0.9875035072194764,-0.0010234415635652638
DNN ESM1b - BLASTp,1e-21,3,18719,0.9827511858559723,-0.00012943086777239543
DNN ESM1b - BLASTp,1e-21,4,7819,0.9745757284662183,-0.007544176631060551
DNN ESM1b - BLASTp,1e-21,5,4203,0.9738157581528207,-0.004669620865090596
DNN ESM1b - BLASTp,1e-21,6,4355,0.9889655172413793,-0.00047829642627439384
DNN ESM1b - BLASTp,1e-21,1.1,4528,0.9736290411563501,-0.0043863997717177305
DNN ESM1b - BLASTp,1e-21,1.10,128,0.9806949806949806,-0.01598909834203943
DNN ESM1b - BLASTp,1e-21,1.11,519,0.9459193706981317,-0.006980431759192718
DNN ESM1b - BLASTp,1e-21,1.12,159,0.9584664536741214,-0.03900336642579927
DNN ESM1b - BLASTp,1e-21,1.13,764,0.9568062827225131,-0.0018393953052945333
DNN ESM1b - BLASTp,1e-21,1.14,3102,0.9783311772315654,-0.003062709935763297
DNN ESM1b - BLASTp,1e-21,1.16,127,0.976,-0.02017670682730932
DNN ESM1b - BLASTp,1e-21,1.17,356,0.9132290184921764,-0.01648220095327957
DNN ESM1b - BLASTp,1e-21,1.18,182,0.9491525423728814,-0.03370064732914957
DNN ESM1b - BLASTp,1e-21,1.21,158,0.9496855345911951,-0.016352201257861854
DNN ESM1b - BLASTp,1e-21,1.3,1962,0.952063573442707,-0.0025790373602326833
DNN ESM1b - BLASTp,1e-21,1.4,790,0.9732824427480916,-0.004051673517322274
DNN ESM1b - BLASTp,1e-21,1.5,924,0.9546695794647734,-0.006497184483867713
DNN ESM1b - BLASTp,1e-21,1.6,285,0.9305555555555555,-7.427213309563196e-05
DNN ESM1b - BLASTp,1e-21,1.7,381,0.9597924773022048,-0.004766022275749848
DNN ESM1b - BLASTp,1e-21,1.8,845,0.9634073185362928,-0.011026366155340361
DNN ESM1b - BLASTp,1e-21,2.1,3690,0.9874205329365617,-0.00388984013677951
DNN ESM1b - BLASTp,1e-21,2.3,3553,0.9808396731473654,-0.0018937921243330491
DNN ESM1b - BLASTp,1e-21,2.4,4190,0.9858181384817065,-0.0029377362310181176
DNN ESM1b - BLASTp,1e-21,2.5,1902,0.9844777690081558,-0.003186596412635301
DNN ESM1b - BLASTp,1e-21,2.7,7375,0.9892692203205651,-0.003801525703658548
DNN ESM1b - BLASTp,1e-21,2.8,1257,0.985634477254589,-0.001988685471581375
DNN ESM1b - BLASTp,1e-21,2.9,54,1.0,-0.018867924528301883
DNN ESM1b - BLASTp,1e-21,3.1,5266,0.9603950992496914,-0.0016057207401263263
DNN ESM1b - BLASTp,1e-21,3.11,44,0.9885057471264368,-0.03612479474548447
DNN ESM1b - BLASTp,1e-21,3.2,2466,0.9769831483764898,-0.011565280941331246
DNN ESM1b - BLASTp,1e-21,3.4,4665,0.9814094249891915,-0.005915524524978899
DNN ESM1b - BLASTp,1e-21,3.5,3782,0.9828496042216359,-0.005431963413984442
DNN ESM1b - BLASTp,1e-21,3.6,2161,0.9800556586270871,-0.004764283335711772
DNN ESM1b - BLASTp,1e-21,3.9,30,0.9655172413793104,-0.16551724137931034
DNN ESM1b - BLASTp,1e-21,4.1,2863,0.9737302977232926,-0.00539813727290539
DNN ESM1b - BLASTp,1e-21,4.2,3227,0.9735089078233927,-0.00644491786103385
DNN ESM1b - BLASTp,1e-21,4.4,293,0.9128919860627178,-0.02053087495160666
DNN ESM1b - BLASTp,1e-21,4.6,277,0.9588550983899822,-0.02089889401042022
DNN ESM1b - BLASTp,1e-21,4.7,15,1.0,-0.03448275862068961
DNN ESM1b - BLASTp,1e-21,4.98,28,0.9491525423728813,-0.001784121320249632
DNN ESM1b - BLASTp,1e-21,5.1,1183,0.9530655391120507,-0.00989335929864954
DNN ESM1b - BLASTp,1e-21,5.2,213,0.9691211401425178,-0.005092363164100666
DNN ESM1b - BLASTp,1e-21,5.3,1290,0.9756286266924564,-0.006168955588306102
DNN ESM1b - BLASTp,1e-21,5.4,1166,0.9884169884169883,-0.004330966911611944
DNN ESM1b - BLASTp,1e-21,5.5,152,0.8933333333333332,-0.00897959183673458
DNN ESM1b - BLASTp,1e-21,5.6,160,0.9876543209876543,-7.668123610149458e-05
DNN ESM1b - BLASTp,1e-21,6.3,2237,0.9888492417484389,-0.0013996675664577074
DNN ESM1b - BLASTp,1e-21,6.4,136,0.8905660377358491,-0.018771165940977275
DNN ESM1b - BLASTp,1e-21,6.5,161,1.0,-0.0031152647975078995
DNN ESM1b - BLASTp,1e-21,7.1,785,0.9885204081632653,-0.001904729386974613
DNN ESM1b - BLASTp,1e-21,7.3,95,0.9735449735449735,-0.016098165034335143
DNN ESM1b - BLASTp,1e-21,7.4,136,0.9530685920577616,-0.006098895088064604
DNN ESM1b - BLASTp,1e-21,7.6,216,0.9694117647058824,-0.01370080899492665
DNN ESM1b - BLASTp,1e-21,1.1.1,3706,0.9710827168796236,-0.004739151990016621
DNN ESM1b - BLASTp,1e-21,1.1.2,84,0.8333333333333334,-0.037878787878787845
DNN ESM1b - BLASTp,1e-21,1.1.3,238,0.9048625792811839,-0.015013767186151439
DNN ESM1b - BLASTp,1e-21,1.1.5,156,0.9415584415584416,-0.02209535431011944
DNN ESM1b - BLASTp,1e-21,1.1.9,23,0.782608695652174,-0.03260869565217406
DNN ESM1b - BLASTp,1e-21,1.1.98,45,0.8260869565217391,-0.0038647342995169476
DNN ESM1b - BLASTp,1e-21,1.1.99,224,0.8558758314855875,-0.004023979633735686
DNN ESM1b - BLASTp,1e-21,1.10.3,127,0.980544747081712,-0.020227286764251784
DNN ESM1b - BLASTp,1e-21,1.11.1,458,0.9360269360269361,-0.0008733524091886213
DNN ESM1b - BLASTp,1e-21,1.11.2,60,0.967741935483871,-0.06175902950096501
DNN ESM1b - BLASTp,1e-21,1.12.1,33,0.8985507246376813,-0.06272982911529312
DNN ESM1b - BLASTp,1e-21,1.12.2,15,0.8387096774193549,-0.0800889877641825
DNN ESM1b - BLASTp,1e-21,1.12.5,15,0.9032258064516129,-0.1446051167964405
DNN ESM1b - BLASTp,1e-21,1.12.98,54,0.8867924528301887,-0.050057758952637754
DNN ESM1b - BLASTp,1e-21,1.12.99,25,0.8571428571428572,-0.1428571428571429
DNN ESM1b - BLASTp,1e-21,1.13.11,628,0.9729299363057324,-4.317394528585705e-05
DNN ESM1b - BLASTp,1e-21,1.13.12,118,0.864406779661017,-0.016480512379910883
DNN ESM1b - BLASTp,1e-21,1.13.99,16,1.0,-0.10344827586206895
DNN ESM1b - BLASTp,1e-21,1.14.11,557,0.9558160504959423,-0.0013924580026446476
DNN ESM1b - BLASTp,1e-21,1.14.12,183,0.9255319148936171,-0.0016188714153562156
DNN ESM1b - BLASTp,1e-21,1.14.13,715,0.9324894514767931,-0.006799430245370663
DNN ESM1b - BLASTp,1e-21,1.14.14,502,0.8774703557312253,-0.012876574387193251
DNN ESM1b - BLASTp,1e-21,1.14.15,234,0.9221052631578947,-0.011848852901484408
DNN ESM1b - BLASTp,1e-21,1.14.17,63,0.9843749999999999,-0.017161885245901565
DNN ESM1b - BLASTp,1e-21,1.14.18,83,0.9212121212121213,-0.04223122949237601
DNN ESM1b - BLASTp,1e-21,1.14.19,204,0.9558823529411765,-0.027487291212781595
DNN ESM1b - BLASTp,1e-21,1.14.20,20,0.7,-0.1705882352941176
DNN ESM1b - BLASTp,1e-21,1.14.99,197,0.9113924050632911,-0.014294779733475704
DNN ESM1b - BLASTp,1e-21,1.16.1,61,0.9752066115702478,-0.03305785123966942
DNN ESM1b - BLASTp,1e-21,1.16.3,56,0.9724770642201834,-0.009514101257220409
DNN ESM1b - BLASTp,1e-21,1.17.4,57,0.9285714285714285,-0.011140235910878094
DNN ESM1b - BLASTp,1e-21,1.17.5,22,0.8095238095238095,-0.053968253968254
DNN ESM1b - BLASTp,1e-21,1.18.1,140,0.9411764705882354,-0.023883237505528565
DNN ESM1b - BLASTp,1e-21,1.18.6,42,0.975609756097561,-0.03890089533806729
DNN ESM1b - BLASTp,1e-21,1.2.98,26,0.8260869565217392,-0.03538928210313452
DNN ESM1b - BLASTp,1e-21,1.2.99,57,0.7407407407407408,-0.013468013468013518
DNN ESM1b - BLASTp,1e-21,1.21.1,16,1.0,-0.09090909090909094
DNN ESM1b - BLASTp,1e-21,1.21.4,49,1.0,-0.04166666666666674
DNN ESM1b - BLASTp,1e-21,1.21.98,62,0.991869918699187,-0.008263361322137786
DNN ESM1b - BLASTp,1e-21,1.3.3,160,0.9693251533742331,-0.021312920958330928
DNN ESM1b - BLASTp,1e-21,1.3.7,196,0.9847715736040609,-0.043897537614343674
DNN ESM1b - BLASTp,1e-21,1.3.8,167,0.8277945619335347,-0.007125868924416134
DNN ESM1b - BLASTp,1e-21,1.3.98,74,0.9115646258503401,-0.0012197982641332095
DNN ESM1b - BLASTp,1e-21,1.4.1,281,0.956989247311828,-0.005813840440218598
DNN ESM1b - BLASTp,1e-21,1.4.3,254,0.9467455621301775,-0.007889546351084742
DNN ESM1b - BLASTp,1e-21,1.4.7,21,0.7906976744186046,-0.10648714810281512
DNN ESM1b - BLASTp,1e-21,1.4.99,62,0.9016393442622951,-0.014542570068746707
DNN ESM1b - BLASTp,1e-21,1.5.1,583,0.9613733905579399,-0.0051502145922746045
DNN ESM1b - BLASTp,1e-21,1.5.5,50,1.0,-0.010101010101010055
DNN ESM1b - BLASTp,1e-21,1.5.98,35,0.9577464788732395,-0.0165700082850041
DNN ESM1b - BLASTp,1e-21,1.5.99,51,0.851063829787234,-0.08183306055646489
DNN ESM1b - BLASTp,1e-21,1.6.3,51,0.9411764705882353,-0.010483401281304539
DNN ESM1b - BLASTp,1e-21,1.6.5,138,0.9142857142857144,-0.015005138746145952
DNN ESM1b - BLASTp,1e-21,1.6.99,20,0.9,-0.09999999999999998
DNN ESM1b - BLASTp,1e-21,1.7.2,94,0.9574468085106385,-0.017556098128124864
DNN ESM1b - BLASTp,1e-21,1.7.3,17,1.0,-0.030303030303030276
DNN ESM1b - BLASTp,1e-21,1.7.5,15,0.888888888888889,-0.0888888888888889
DNN ESM1b - BLASTp,1e-21,1.8.1,246,0.9467213114754098,-0.013948202231712448
DNN ESM1b - BLASTp,1e-21,1.8.2,54,0.8785046728971964,-0.02944806912361142
DNN ESM1b - BLASTp,1e-21,1.8.4,213,0.9834515366430261,-0.0023194611713278634
DNN ESM1b - BLASTp,1e-21,1.8.5,102,0.8730964467005077,-0.001809317987636283
DNN ESM1b - BLASTp,1e-21,1.8.7,41,0.9249999999999999,-0.013607594936708711
DNN ESM1b - BLASTp,1e-21,1.8.99,49,0.9591836734693877,-0.04081632653061218
DNN ESM1b - BLASTp,1e-21,2.1.1,2967,0.987056648176164,-0.0027528507078096176
DNN ESM1b - BLASTp,1e-21,2.1.3,342,0.9794721407624634,-0.01374933897408781
DNN ESM1b - BLASTp,1e-21,2.1.4,26,0.9803921568627451,-0.11082693947144062
DNN ESM1b - BLASTp,1e-21,2.3.1,2697,0.9801888539159415,-0.0009603672690573495
DNN ESM1b - BLASTp,1e-21,2.3.2,617,0.9804241435562806,-0.0025734462634174893
DNN ESM1b - BLASTp,1e-21,2.3.3,230,0.9823008849557522,-0.009086599241466486
DNN ESM1b - BLASTp,1e-21,2.4.1,2568,0.9711854573583446,-0.004357135340885887
DNN ESM1b - BLASTp,1e-21,2.5.1,1898,0.9844450303190087,-0.004228728551665006
DNN ESM1b - BLASTp,1e-21,2.6.1,1027,0.9839416058394161,-0.0010732749534640984
DNN ESM1b - BLASTp,1e-21,2.7.1,2510,0.9898142600359496,-0.003831080220170646
DNN ESM1b - BLASTp,1e-21,2.7.11,813,0.9755201958384334,-0.00809548778680469
DNN ESM1b - BLASTp,1e-21,2.7.12,33,0.955223880597015,-0.05199807414540214
DNN ESM1b - BLASTp,1e-21,2.7.13,76,0.9664429530201343,-0.0276674428160526
DNN ESM1b - BLASTp,1e-21,2.7.2,312,0.9951690821256038,-0.0032206119162641045
DNN ESM1b - BLASTp,1e-21,2.7.3,66,0.9846153846153847,-0.04061538461538472
DNN ESM1b - BLASTp,1e-21,2.7.4,592,0.9881154499151102,-0.004313233376320835
DNN ESM1b - BLASTp,1e-21,2.7.6,83,0.970059880239521,-0.00036291054255133126
DNN ESM1b - BLASTp,1e-21,2.7.7,2149,0.9819798736250878,-0.005968584819819767
DNN ESM1b - BLASTp,1e-21,2.7.8,673,0.9785025945144551,-0.0030014809287091104
DNN ESM1b - BLASTp,1e-21,2.7.9,74,0.9864864864864865,-0.007176141658900348
DNN ESM1b - BLASTp,1e-21,2.8.1,611,0.9991823385118561,-1.3393308568865336e-06
DNN ESM1b - BLASTp,1e-21,2.8.2,165,0.9969604863221885,-0.006079027355623157
DNN ESM1b - BLASTp,1e-21,2.8.3,295,0.9571183533447684,-0.0034305317324185847
DNN ESM1b - BLASTp,1e-21,2.9.1,54,1.0,-0.018867924528301883
DNN ESM1b - BLASTp,1e-21,3.1.1,1158,0.955158902916848,-0.007146670500945973
DNN ESM1b - BLASTp,1e-21,3.1.11,183,0.9604519774011299,-0.020281037230189702
DNN ESM1b - BLASTp,1e-21,3.1.12,25,0.9803921568627451,-0.0008003201280512018
DNN ESM1b - BLASTp,1e-21,3.1.13,142,0.9459459459459459,-0.00559506875296345
DNN ESM1b - BLASTp,1e-21,3.1.22,28,0.9824561403508771,-0.05653021442495121
DNN ESM1b - BLASTp,1e-21,3.1.27,24,0.8400000000000001,-0.04000000000000015
DNN ESM1b - BLASTp,1e-21,3.1.3,1230,0.9748987854251012,-0.006787583462713576
DNN ESM1b - BLASTp,1e-21,3.1.30,30,0.983050847457627,-0.035682426404995415
DNN ESM1b - BLASTp,1e-21,3.1.4,465,0.9557713052858683,-0.009558352486746302
DNN ESM1b - BLASTp,1e-21,3.1.5,23,1.0,-0.06976744186046513
DNN ESM1b - BLASTp,1e-21,3.1.6,159,0.8020833333333334,-0.009432414698162583
DNN ESM1b - BLASTp,1e-21,3.1.7,28,0.8,-0.060869565217391286
DNN ESM1b - BLASTp,1e-21,3.1.8,25,0.88,-0.10448979591836738
DNN ESM1b - BLASTp,1e-21,3.11.1,44,0.9885057471264368,-0.03612479474548447
DNN ESM1b - BLASTp,1e-21,3.13.2,19,0.9473684210526315,-0.024291497975708398
DNN ESM1b - BLASTp,1e-21,3.2.1,1849,0.9745414727621133,-0.011619198661591446
DNN ESM1b - BLASTp,1e-21,3.2.2,600,0.9781144781144783,-0.009443859994241133
DNN ESM1b - BLASTp,1e-21,3.4.11,352,0.973049645390071,-0.0068524622914794
DNN ESM1b - BLASTp,1e-21,3.4.13,153,0.9837133550488599,-0.006664174720991123
DNN ESM1b - BLASTp,1e-21,3.4.14,164,0.9411764705882352,-0.007044734061289026
DNN ESM1b - BLASTp,1e-21,3.4.15,73,0.993103448275862,-0.006992337164750895
DNN ESM1b - BLASTp,1e-21,3.4.16,106,0.976303317535545,-0.014398555630783072
DNN ESM1b - BLASTp,1e-21,3.4.17,226,0.9623059866962307,-0.011855536245780285
DNN ESM1b - BLASTp,1e-21,3.4.19,304,0.9703947368421053,-0.02163440626359292
DNN ESM1b - BLASTp,1e-21,3.4.21,1227,0.977685950413223,-0.004623372709120277
DNN ESM1b - BLASTp,1e-21,3.4.22,608,0.9573934837092732,-0.015523222546678594
DNN ESM1b - BLASTp,1e-21,3.4.24,795,0.9778621125869702,-0.0007628759457488643
DNN ESM1b - BLASTp,1e-21,3.4.25,144,0.993006993006993,-0.003387615844363201
DNN ESM1b - BLASTp,1e-21,3.5.1,1818,0.9638752052545155,-0.0022523982369717643
DNN ESM1b - BLASTp,1e-21,3.5.2,367,0.9713506139154161,-0.008185538881309684
DNN ESM1b - BLASTp,1e-21,3.5.4,1030,0.9859971028488653,-0.004497589703782556
DNN ESM1b - BLASTp,1e-21,3.5.5,95,0.907103825136612,-0.0020758921757182414
DNN ESM1b - BLASTp,1e-21,3.6.1,1088,0.9801934592353753,-0.0135886354876944
DNN ESM1b - BLASTp,1e-21,3.6.4,703,0.9671428571428572,-0.009436763952892946
DNN ESM1b - BLASTp,1e-21,3.9.1,30,0.9655172413793104,-0.16551724137931034
DNN ESM1b - BLASTp,1e-21,4.1.1,1661,0.971996386630533,-0.005309530179896993
DNN ESM1b - BLASTp,1e-21,4.1.2,507,0.9682539682539683,-0.021520299912259677
DNN ESM1b - BLASTp,1e-21,4.1.3,384,0.9389920424403183,-0.014689253595696727
DNN ESM1b - BLASTp,1e-21,4.1.99,342,0.97667638483965,-0.0012784108888540535
DNN ESM1b - BLASTp,1e-21,4.2.1,2267,0.9711390174047146,-0.005283181653766178
DNN ESM1b - BLASTp,1e-21,4.2.2,271,0.9795158286778398,-0.025492840172092635
DNN ESM1b - BLASTp,1e-21,4.2.3,543,0.9806807727690893,-0.006463461535203496
DNN ESM1b - BLASTp,1e-21,4.3.1,362,0.9550561797752809,-0.002943503718942919
DNN ESM1b - BLASTp,1e-21,4.3.3,214,0.9836065573770493,-0.004984229586075362
DNN ESM1b - BLASTp,1e-21,4.4.1,290,0.9154929577464789,-0.0226985816480606
DNN ESM1b - BLASTp,1e-21,4.6.1,277,0.9588550983899822,-0.02089889401042022
DNN ESM1b - BLASTp,1e-21,4.7.1,15,1.0,-0.03448275862068961
DNN ESM1b - BLASTp,1e-21,4.98.1,28,0.9491525423728813,-0.001784121320249632
DNN ESM1b - BLASTp,1e-21,5.1.2,75,0.9452054794520549,-0.04724629577858552
DNN ESM1b - BLASTp,1e-21,5.1.3,523,0.9565217391304348,-0.005159871426154816
DNN ESM1b - BLASTp,1e-21,5.1.99,118,0.902127659574468,-0.0021276595744680327
DNN ESM1b - BLASTp,1e-21,5.2.1,213,0.9691211401425178,-0.005092363164100666
DNN ESM1b - BLASTp,1e-21,5.3.1,797,0.9943502824858756,-0.0006395906619762748
DNN ESM1b - BLASTp,1e-21,5.3.2,118,0.9613733905579399,-0.01222084818505853
DNN ESM1b - BLASTp,1e-21,5.3.99,123,0.968,-0.0302406639004148
DNN ESM1b - BLASTp,1e-21,5.4.2,263,0.9942857142857143,-0.0038459437312209355
DNN ESM1b - BLASTp,1e-21,5.4.3,206,0.9975786924939467,-0.007240528242738908
DNN ESM1b - BLASTp,1e-21,5.4.4,27,0.8627450980392156,-0.08013640238704167
DNN ESM1b - BLASTp,1e-21,5.5.1,151,0.8926174496644295,-0.008263708167830952
DNN ESM1b - BLASTp,1e-21,5.6.1,104,0.9811320754716981,-0.00017969451931720837
DNN ESM1b - BLASTp,1e-21,6.1.1,1167,0.9995717344753747,-3.6713718354342006e-07
DNN ESM1b - BLASTp,1e-21,6.3.1,247,0.9731958762886598,-0.004123711340206171
DNN ESM1b - BLASTp,1e-21,6.3.2,777,0.9839846252402307,-0.008469161322704921
DNN ESM1b - BLASTp,1e-21,6.3.3,102,0.9951219512195122,-0.01492393141753201
DNN ESM1b - BLASTp,1e-21,6.4.1,135,0.8931297709923663,-0.018129770992366456
DNN ESM1b - BLASTp,1e-21,7.1.1,604,0.9884105960264901,-0.005837981918606294
DNN ESM1b - BLASTp,1e-21,7.2.2,137,0.966789667896679,-0.004103100732499865
DNN ESM1b - BLASTp,1e-21,7.3.2,95,0.9735449735449735,-0.016098165034335143
DNN ESM1b - BLASTp,1e-21,7.4.2,136,0.9530685920577616,-0.006098895088064604
DNN ESM1b - BLASTp,1e-21,7.6.2,216,0.9694117647058824,-0.00885492015831868
DNN ESM1b - BLASTp,1e-21,1.1.1.1,74,0.8571428571428571,-0.021321961620469065
DNN ESM1b - BLASTp,1e-21,1.1.1.100,48,0.7916666666666666,-0.02058232931726911
DNN ESM1b - BLASTp,1e-21,1.1.1.102,14,0.962962962962963,-0.03988603988604
DNN ESM1b - BLASTp,1e-21,1.1.1.105,14,0.8750000000000001,-0.32327586206896575
DNN ESM1b - BLASTp,1e-21,1.1.1.108,14,0.9655172413793104,-0.036945812807881784
DNN ESM1b - BLASTp,1e-21,1.1.1.130,14,1.0,-0.03703703703703698
DNN ESM1b - BLASTp,1e-21,1.1.1.133,31,0.9538461538461539,-0.01634615384615401
DNN ESM1b - BLASTp,1e-21,1.1.1.140,14,0.7857142857142857,-0.016483516483516536
DNN ESM1b - BLASTp,1e-21,1.1.1.157,14,0.9333333333333333,-0.0367816091954023
DNN ESM1b - BLASTp,1e-21,1.1.1.159,14,0.5,-0.09999999999999998
DNN ESM1b - BLASTp,1e-21,1.1.1.17,48,0.9894736842105264,-0.021731748726655398
DNN ESM1b - BLASTp,1e-21,1.1.1.179,13,0.7407407407407408,-0.04508856682769735
DNN ESM1b - BLASTp,1e-21,1.1.1.18,33,0.9090909090909091,-0.013568521031207648
DNN ESM1b - BLASTp,1e-21,1.1.1.184,14,0.75,-0.00925925925925919
